Key, SourceString
SYSTXT_FACILITY_CONCIERGE_NPC_13020,"「現在　ストーリーや　クエストの経験値を<lf>　『{EXP_Concierge_Type}』設定になっています。<lf>　どちらの設定に　変更いたしますか？<lf><select_se_off><lf>預ける<lf>クリア時に受け取る<lf><select_end><break>"
SYSTXT_FACILITY_CONCIERGE_NPC_13030,"「かしこまりました。<lf>　ストーリーや　クエストの経験値を<lf>　『クリア時に受け取る』設定に　いたしました。<lf><br>"
SYSTXT_FACILITY_CONCIERGE_NPC_13040,"「かしこまりました。<lf>　ストーリーや　クエストの経験値を<lf>　『預ける』設定に　いたしました。<lf><br>"
SYSTXT_FACILITY_CONCIERGE_NPC_13050,"「これから　ストーリーや　クエストのクリア時に<lf>　経験値を　こちらでお預かりいたしますので<lf>　受け取りたいときに　いらしてくださいね。"
SYSTXT_FACILITY_CONCIERGE_NPC_13060,"「これから　ストーリーや　クエストのクリア時に<lf>　経験値を　その場で受け取れるようになります。"
SYSTXT_FACILITY_CONCIERGE_NPC_13070,"「どうぞ　お受け取りください。"
SYSTXT_FACILITY_CONCIERGE_NPC_20010,"「ふくびき券１枚で　１回抽選ができます。<lf>　１０連ふくびきは　その１０回分が必要です。<lf><select {index}><lf>ふくびきをする<lf>１０連ふくびきをする<lf>賞品をくわしくみる<lf><select_end><lf><break>"
SYSTXT_FACILITY_CONCIERGE_NPC_20020,"「では　ふくびき券{count}枚を　いただきます。<lf>　見事に福が引けるよう　お祈りしてますね。"
SYSTXT_FACILITY_CONCIERGE_NPC_20030,"「続けて　ふくびきを　されますか？"
SYSTXT_FACILITY_CONCIERGE_NPC_20040,"「こ、これは……！"
SYSTXT_FACILITY_CONCIERGE_NPC_20050,"「おめでとうございます！<lf>　{Lotory_Grade}が　当たりました！"
SYSTXT_FACILITY_CONCIERGE_NPC_20060,"「おめでとうございます！<lf>　{Lotory_Grade}の　{Lotory_Item_Name}が<lf>　当たりました。"
SYSTXT_FACILITY_CONCIERGE_NPC_20070,"「{Lotory_Grade}ですので<lf>　{Lotory_Item_Name}　{Lotory_Item_Num}個が　当たりました！"
SYSTXT_FACILITY_CONCIERGE_NPC_20080,"「今回　当たったのは　これらの賞品です。"
SYSTXT_FACILITY_CONCIERGE_NPC_20090,"「ふくびき結果が変化して<lf>　当たった等級が　よりよい等級に<lf>　変わりましたよ！"
SYSTXT_FACILITY_CONCIERGE_NPC_20100,"「では　お受け取りください。"
SYSTXT_FACILITY_CONCIERGE_NPC_20110,"「くわしく見たい賞品を　お選びください。"
SYSTXT_FACILITY_CONCIERGE_NPC_20120,"「おや……{pc}さま。<lf>　どうぐかばんの　空きが足りないため<lf>　賞品が当たっても　持ちきれませんよ。"
SYSTXT_FACILITY_CONCIERGE_NPC_20130,"「おや……{pc}さま。<lf>　賞品が当たっても　持ちきれない<lf>　アイテムが　あるようですよ。"
SYSTXT_FACILITY_CONCIERGE_NPC_20140,"「どうぐかばんを　整理して<lf>　必要な空きを作ってから　またお越しください。"
SYSTXT_FACILITY_CONCIERGE_NPC_20150,"「申し訳ありませんが<lf>　ふくびき券を　お持ちでないようです。"
SYSTXT_FACILITY_CONCIERGE_NPC_20160,"「申し訳ありませんが<lf>　ふくびき券が　足りないようです。"
SYSTXT_FACILITY_CONCIERGE_NPC_20170,"{pc}は　{itemname}を<lf>手に入れた。"
SYSTXT_FACILITY_CONCIERGE_NPC_30010,"「ただいま　{pc}さまに<lf>　おすすめの　旅の目的地は……<lf>　旅立ちの地である　ツスクルの村です。<lf><br><lf>「どうやら　{pc}さまは　一人前の証を<lf>　お持ちではない　ご様子。ツスクルの村にて<lf>　やり残したことが　あるのではないでしょうか？　"
SYSTXT_FACILITY_CONCIERGE_NPC_30020,"「ただいま　{pc}さまに<lf>　おすすめの　旅の目的地は……<lf>　旅立ちの地である　レーンの村です。<lf><br><lf>「どうやら　{pc}さまは　一人前の証を<lf>　お持ちではない　ご様子。レーンの村にて<lf>　やり残したことが　あるのではないでしょうか？　"
SYSTXT_FACILITY_CONCIERGE_NPC_30030,"「ただいま　{pc}さまに<lf>　おすすめの　旅の目的地は……<lf>　旅立ちの地である　ランガーオ村です。<lf><br><lf>「どうやら　{pc}さまは　一人前の証を<lf>　お持ちではない　ご様子。ランガーオ村にて<lf>　やり残したことが　あるのではないでしょうか？　"
SYSTXT_FACILITY_CONCIERGE_NPC_30040,"「ただいま　{pc}さまに<lf>　おすすめの　旅の目的地は……<lf>　旅立ちの地である　プクレットの村です。<lf><br><lf>「どうやら　{pc}さまは　一人前の証を<lf>　お持ちではない　ご様子。プクレットの村にて<lf>　やり残したことが　あるのではないでしょうか？　"
SYSTXT_FACILITY_CONCIERGE_NPC_30050,"「ただいま　{pc}さまに<lf>　おすすめの　旅の目的地は……<lf>　旅立ちの地である　アグラニの町です。<lf><br><lf>「どうやら　{pc}さまは　一人前の証を<lf>　お持ちではない　ご様子。アグラニの町にて<lf>　やり残したことが　あるのではないでしょうか？　"
SYSTXT_FACILITY_CONCIERGE_NPC_30060,"「ただいま　{pc}さまに<lf>　おすすめの　旅の目的地は……<lf>　岳都ガタラです。<lf><br><lf>「岳都ガタラは　ドワチャッカ大陸の　ほぼ中央に<lf>　位置する　ドワーフの中核都市です。<lf>　ガラクタ城という　珍しい　お城がありますよ。<lf><br><lf>「また　町の周辺では　古代の遺物がよく見つかり<lf>　ロマンにあふれた　土地柄です。もしかすると<lf>　冒険の役に立つものも　あるかもしれませんね。"
SYSTXT_FACILITY_CONCIERGE_NPC_30070,"「ただいま　{pc}さまに<lf>　おすすめの　旅の目的地は……<lf>　風の町アズランです。<lf><br><lf>「風の町アズランは　エルトナ大陸の<lf>　ほぼ中央に位置する　エルフの中核都市です。<lf>　さわやかな風の吹く　気持ちの良い町ですよ。<lf><br><lf>「また　カムシカという　神聖で　もふべつ……<lf>　もとい　特別な動物が　町のあちこちにおり<lf>　住民からは　とても大事にされています。"
SYSTXT_FACILITY_CONCIERGE_NPC_30080,"「ただいま　{pc}さまに<lf>　おすすめの　旅の目的地は……<lf>　ジュレットの町です。<lf><br><lf>「ジュレットの町は　ウェナ諸島のほぼ中央の島<lf>　ジュレー島にある　ウェディの中核都市です。<lf>　海辺の　とても美しい町ですよ。<lf><br><lf>「その景観は　まさに南国リゾートといった<lf>　趣です。ただ　近頃　町長のボーレンさまを<lf>　悩ませる出来事が　多いのだとか……。"
SYSTXT_FACILITY_CONCIERGE_NPC_30090,"「ただいま　{pc}さまに<lf>　おすすめの　旅の目的地は……<lf>　グレン城下町です。<lf><br><lf>「グレン城下町は　オーグリード大陸の中部に<lf>　位置する　オーガの中核都市です。堅牢な<lf>　グレン城を取り囲む　にぎやかな町ですよ。<lf><br><lf>「グレン城では　最近　ウデききの冒険者を<lf>　集めているようです。興味がありましたら<lf>　行かれてみては　いかがでしょうか。"
SYSTXT_FACILITY_CONCIERGE_NPC_30100,"「ただいま　{pc}さまに<lf>　おすすめの　旅の目的地は……<lf>　オルフェアの町です。<lf><br><lf>「オルフェアの町は　プクランド大陸の<lf>　ほぼ中央に位置する　陽気なプクリポの町です。<lf>　ビッグホルンなど　観光名所が多いのですが……　<lf><br><lf>「なんといっても　ナブレット団長さまの率いる<lf>　ナブナブ大サーカス団が有名です。近々<lf>　特別な公演も　予定されているようですよ。"
SYSTXT_FACILITY_CONCIERGE_NPC_30110,"「{pc}さま……　どうやら<lf>　キーエンブレムを５個　手にされたようですね。<lf>　いやはや　なんとも　お頼もしいことです。<lf><br><lf>「いかがでしょう。このあたりで少しゆっくりと<lf>　鉄道の旅を　楽しんでみるのは。<lf>　思わぬ出会いが　あるかもしれませんよ。<lf><br><lf>「……と　世界宿屋協会　今月の会報の<lf>　占いコーナーにございました。<lf>　割と当たりますので　ぜひ　ご参考までに。"
SYSTXT_FACILITY_CONCIERGE_NPC_30120,"「ただいま　私どもから<lf>　{pc}さまに　おすすめできる<lf>　旅の目的地は　ございません。<lf><br><lf>「それよりも　鉄道の旅にて<lf>　放浪の賢者さまより　お導きが<lf>　あったのでは　ございませんか？<lf><br><lf>「しばらく　賢者さまのお導きにしたがって<lf>　旅をなされると　よいかと思われますよ。<lf><br><lf>「……と　世界宿屋協会　今月の会報の<lf>　占いコーナーにございました。<lf>　割と当たりますので　ぜひ　ご参考までに。"
SYSTXT_FACILITY_CONCIERGE_NPC_30130,"「おや？　{pc}さま……<lf>　こころなしか　何か　大きなことを<lf>　成しとげた　面持ちでございますね。<lf><br><lf>「その成果を　ご報告すべき　お方が<lf>　いらっしゃるのでは　ございませんか？<lf><br><lf>「どうやら　その方は　グレン城下町の<lf>　いにしえの魔法使いさまの　お宅に<lf>　いらっしゃるようですよ。<lf><br><lf>「……と　世界宿屋協会　今月の会報の<lf>　占いコーナーにございました。<lf>　割と当たりますので　ぜひ　ご参考までに。"
SYSTXT_FACILITY_CONCIERGE_NPC_30140,"「ただいま　{pc}さまに<lf>　おすすめの　旅の目的地は……<lf>　ガートラント城です。<lf><br><lf>「ガートラント城と　その眼前に広がる<lf>　ガートラント城下町は　オーグリード大陸の<lf>　南部に位置する　オーガ最大の国家です。<lf><br><lf>「ガートラントでは　最近　城の兵士や<lf>　腕に覚えのある旅人などが　突然<lf>　姿を消してしまう　事件が起こっているとか。<lf><br><lf>「なんとも　物騒なお話でございますが……<lf>　ガートラントを治める　グロスナー王は<lf>　事件解決に向け　冒険者を募っているそうです。"
SYSTXT_FACILITY_CONCIERGE_NPC_30150,"「ただいま　{pc}さまに<lf>　おすすめの　旅の目的地は……<lf>　メギストリス城です。<lf><br><lf>「メギストリス城と　その眼下に広がる<lf>　メギストリスの都は　プクランド大陸の<lf>　西部に位置する　プクリポ最大の国家です。<lf><br><lf>「メギストリス城も　城下町である<lf>　メギストリスの都も　とてもファンシーで<lf>　ワクワクする　景観となっております。<lf><br><lf>「ただ　最近　プーポッパン王は　大陸を覆う<lf>　魔瘴について　頭を悩ませているようで<lf>　腕に覚えのある冒険者を　集めているとか。"
SYSTXT_FACILITY_CONCIERGE_NPC_30160,"「ただいま　{pc}さまに<lf>　おすすめの　旅の目的地は……<lf>　ヴェリナード城です。<lf><br><lf>「ヴェリナード城と　ヴェリナード城下町は<lf>　ウェナ諸島の北西部に位置する　とても美しい<lf>　ウェディ最大の国家です。<lf><br><lf>「ヴェリナードを治める　女王ディオーレさまは<lf>　恵みの歌で　ウェナ諸島全体に<lf>　平和をもたらす　重要な役割を担っています。<lf><br><lf>「ただ　近頃　女王さまの　ひとり息子である<lf>　オーディス王子さまが　何かと　女王さまに<lf>　反発しているそうで……　反抗期でしょうか。"
SYSTXT_FACILITY_CONCIERGE_NPC_30170,"「ただいま　{pc}さまに<lf>　おすすめの　旅の目的地は……<lf>　カミハルムイ城です。<lf><br><lf>「カミハルムイ城と　その城下町である<lf>　王都カミハルムイは　エルトナ大陸の南西部に<lf>　位置する　エルフ最大の国家です。<lf><br><lf>「ニコロイ王のおわす　カミハルムイ城を中心に<lf>　城下町が南北に広がっており　その広さは<lf>　アストルティアでも　１・２を争うほど。<lf><br><lf>「ただ　そのニコロイ王ですが　最近　何やら<lf>　お悩み事があるようで……　たびたび　お城を<lf>　抜け出しては　家臣たちを心配させているとか。"
SYSTXT_FACILITY_CONCIERGE_NPC_30180,"「ただいま　{pc}さまに<lf>　おすすめの　旅の目的地は……<lf>　ドルワーム王国です。<lf><br><lf>「ドルワーム王国は　ドワチャッカ大陸の西部<lf>　広大なゴブル砂漠の　中ほどに位置する<lf>　ドワーフ最大の国家です。<lf><br><lf>「王宮である　ドルワーム水晶宮は　その名の通り<lf>　とても美しい建造物で　王族のお住まいのほか<lf>　様々な研究を行う　王立研究院があります。<lf><br><lf>「なんでも　近々　王立研究院が　すばらしい<lf>　研究成果を　発表する予定だとか。<lf>　どのような研究発表なのか　気になりますね。"
SYSTXT_FACILITY_CONCIERGE_NPC_30190,"「{pc}さま！　もしや　キーエンブレムを<lf>　１０個　手になさったのですか！？<lf><br><lf>「なんと……　ここまで　すばらしい功績を<lf>　お持ちの　お客さまには<lf>　私　はじめて　お会いいたしました！<lf><br><lf>「もはや　私どもが　ご案内できる旅先は<lf>　ございません！　すばらしい！<lf>　アメイジング！　ワンダフォー！！<lf><br><lf>「ハァハァ……　はっ　すいません。<lf>　興奮のあまり　とりみだしました。<lf>　コホン。とはいえ　そうですね……<lf><br><lf>「１０個ものキーエンブレムを　手に入れたこと<lf>　お伝えすべき　お方が　いらっしゃるのでは？<lf><br><lf>「ぜひ　その方にも　ご報告に行かれますと<lf>　よろこばれるかと　思いますよ。"
SYSTXT_FACILITY_CONCIERGE_NPC_30200,"「{pc}さま！　もしや　キーエンブレムを<lf>　１０個　手になさったのですか！？<lf><br><lf>「なんと……　ここまで　すばらしい功績を<lf>　お持ちの　お客さまには<lf>　私　はじめて　お会いいたしました！<lf><br><lf>「もはや　私どもが　ご案内できる旅先は<lf>　ございません！　すばらしい！<lf>　アメイジング！　ワンダフォー！！<lf><br><lf>「ハァハァ……　はっ　すいません。<lf>　興奮のあまり　とりみだしました。<lf>　コホン。とはいえ　そうですね……<lf><br><lf>「これより先は　{pc}さまの<lf>　心のおもむくまま　お好きなように<lf>　旅をされてみては　いかがでしょうか。<lf><br><lf>「クエストのご案内や　ふくびきなど<lf>　旅のコンシェルジュサービスは　引き続き<lf>　お客さまを　バッチリとサポートいたします。<lf><br><lf>「どうぞ　よい旅を　お楽しみください！"
