Key,SourceString
SYSTXT_CASINO_POKER_00410,"おめでとうございます！<lf>{Pokerhands}です！<br><lf>テンションアップ　ボーナスで<lf>{Casinocoin}(＋{Casinocoin_bo})枚の<lf>コインを　かくとくしました！"
SYSTXT_CASINO_SLOT_00010,"スライム"
SYSTXT_CASINO_SLOT_00020,"スライム×３"
SYSTXT_CASINO_SLOT_00030,"スライム×４"
SYSTXT_CASINO_SLOT_00040,"スライム×５"
SYSTXT_CASINO_SLOT_00050,"スライムナイト"
SYSTXT_CASINO_SLOT_00060,"スライムナイト×３"
SYSTXT_CASINO_SLOT_00070,"スライムナイト×４"
SYSTXT_CASINO_SLOT_00080,"スライムナイト×５"
SYSTXT_CASINO_SLOT_00090,"スライムタワー"
SYSTXT_CASINO_SLOT_00100,"スライムタワー×３"
SYSTXT_CASINO_SLOT_00110,"スライムタワー×４"
SYSTXT_CASINO_SLOT_00120,"スライムタワー×５"
SYSTXT_CASINO_SLOT_00130,"キングスライム"
SYSTXT_CASINO_SLOT_00140,"キングスライム×３"
SYSTXT_CASINO_SLOT_00150,"キングスライム×４"
SYSTXT_CASINO_SLOT_00160,"キングスライム×５"
SYSTXT_CASINO_SLOT_00170,"メタルスライム"
SYSTXT_CASINO_SLOT_00180,"メタルスライム×３"
SYSTXT_CASINO_SLOT_00190,"メタルスライム×４"
SYSTXT_CASINO_SLOT_00200,"メタルスライム×５"
SYSTXT_CASINO_SLOT_00210,"メタルライダー"
SYSTXT_CASINO_SLOT_00220,"メタルライダー×３"
SYSTXT_CASINO_SLOT_00230,"メタルライダー×４"
SYSTXT_CASINO_SLOT_00240,"メタルライダー×５"
SYSTXT_CASINO_SLOT_00250,"メタルブラザーズ"
SYSTXT_CASINO_SLOT_00260,"メタルブラザーズ×３"
SYSTXT_CASINO_SLOT_00270,"メタルブラザーズ×４"
SYSTXT_CASINO_SLOT_00280,"メタルブラザーズ×５"
SYSTXT_CASINO_SLOT_00290,"メタルキング"
SYSTXT_CASINO_SLOT_00300,"メタルキング×３"
SYSTXT_CASINO_SLOT_00310,"メタルキング×４"
SYSTXT_CASINO_SLOT_00320,"メタルキング×５"
SYSTXT_CASINO_SLOT_00330,"ＢＡＲ"
SYSTXT_CASINO_SLOT_00340,"ＢＡＲ×３"
SYSTXT_CASINO_SLOT_00350,"ＢＡＲ×４"
SYSTXT_CASINO_SLOT_00360,"ＢＡＲ×５"
SYSTXT_CASINO_SLOT_00370,"セブン"
SYSTXT_CASINO_SLOT_00380,"７７７"
SYSTXT_CASINO_SLOT_00390,"７７７７"
SYSTXT_CASINO_SLOT_00400,"７７７７７"
SYSTXT_CASINO_SLOT_00410,"スロットで　遊びますか？<yesno_nc><close>"
SYSTXT_CASINO_SLOT_00420,"スロットを　終了しますか？<yesno 2><close>"
SYSTXT_CASINO_SLOT_00430,"スロットを終了します。"
SYSTXT_CASINO_SLOT_00440,"持てるコインの　限界を超えました。<lf>これ以上　持てませんが　続けますか？<yesno_nc><close>"
SYSTXT_CASINO_SLOT_00450,"持てるコインの　限界を超えています。<lf>これ以上　持てませんが　続けますか？<yesno_nc><close>"
SYSTXT_CASINO_SLOT_00460,"<speed=0><emoji DPad_UpDown>で　かけきんを決めて<lf><emoji FaceButton_Right>でスタートします。"
SYSTXT_CASINO_SLOT_00470,"コインがありませんので<lf>お買い求めのうえ　またおこしください！"
SYSTXT_CASINO_SLOT_00480,"コインが足りませんので<lf>お買い求めのうえ　またおこしください！"
SYSTXT_CASINO_SLOT_00490,"メタルスピンが　残っています。"
SYSTXT_CASINO_SLOT_00500,"フリースピンが　残っています。"
SYSTXT_CASINO_SLOT_00510,"カジノレイドが　続いています。"
SYSTXT_CASINO_SLOT_00520,"テンションアップ効果が　発生しています。"
SYSTXT_CASINO_SLOT_00530,"ほんとうに　終了してよろしいですか？<yesno_nc><close>"
SYSTXT_CASINO_SLOT_00540,"ボーナスゲームを　開始します！"
SYSTXT_CASINO_SLOT_00550,"カギが　なくなったので<lf>ボーナスゲームは　終了です。"
SYSTXT_CASINO_SLOT_00560,"コインは　かくとく　できませんでした…"
SYSTXT_CASINO_SLOT_00570,"<speed=0>カギの数だけ　宝箱を開けられます。<lf>お好きな　宝箱を　選んでください。"
SYSTXT_CASINO_SLOT_00580,"{Casinocoin}枚のコインを　手に入れました。"
SYSTXT_CASINO_SLOT_00590,"合計で　{Casinocoin}枚の<lf>コインを　かくとく　しました！"
SYSTXT_CASINO_SLOT_00600,"<speed=0>もういちど　スロットを遊びますか？<yesno_nc><close>"
SYSTXT_CASINO_SLOT_00610,"残念でした！<lf>もういちど　スロットを遊びますか？<yesno_nc><close>"
SYSTXT_CASINO_SLOT_00620,"なんと　当たった時に　もらえるコインが<lf>２倍にアップしたようだ…！"
SYSTXT_CASINO_SLOT_00630,"メタルチェンジが　終了しました。"
SYSTXT_CASINO_SLOT_00640,"なんと　当たった時の　こうげきりょくが<lf>大幅にアップした！<auto_bw=2500><close>"
SYSTXT_CASINO_SLOT_00650,"なんと　メタルスピンの　続く　回数が<lf>{Mspin}回　追加されたようだ…！"
SYSTXT_CASINO_SLOT_00660,"メタルスピンの　続く　回数が<lf>最大値に　たっした！"
SYSTXT_CASINO_SLOT_00670,"なんと　コインを使わずに<lf>あと{Fspin}回　スロットをまわせるようだ…！"
SYSTXT_CASINO_SLOT_00680,"フリースピンが　終了しました。"
SYSTXT_CASINO_SLOT_00690,"なんと　フリースピンの　続く　回数が<lf>{Fspin}回　追加されたようだ…！"
SYSTXT_CASINO_SLOT_00700,"フリースピンの　続く　回数が<lf>最大値に　たっした！"
SYSTXT_CASINO_SLOT_00710,"<speed=0><emoji FaceButton_Right>押すと　スロットが　まわります。"
SYSTXT_CASINO_SLOT_00720,"おめでとうございます！<lf>{Casinocoin}枚のコインが　当たりました。"
SYSTXT_CASINO_SLOT_00730,"{Casinocoin}枚のコインを　手に入れました。"
SYSTXT_CASINO_SLOT_00740,"大当たりで<lf>{pc}のテンションがアップした！<lf>まわりの人の　テンションもアップした！<auto_br=2500><lf>なんと　当たった時に　もらえるコインが<lf>１．５倍にアップしたようだ…！"
SYSTXT_CASINO_SLOT_00750,"このコーナーの{Npc_name}さん　大当たり！<lf>{pc}のテンションもアップした！<auto_br=2500><lf>なんと　当たった時に　もらえるコインが<lf>１．５倍にアップしたようだ…！"
SYSTXT_CASINO_SLOT_00760,"テンションアップ　ボーナスで<lf>{Casinocoin}(＋{Casinocoin_bo})枚の<lf>コインを　かくとくしました！"
SYSTXT_CASINO_SLOT_00770,"テンションアップ効果が　終了しました。"
SYSTXT_CASINO_ROULETTE_00010,"コインがありませんので<lf>お買い求めのうえ　またおこしください！"
SYSTXT_CASINO_ROULETTE_00020,"コインが足りませんので<lf>お買い求めのうえ　またおこしください！"
SYSTXT_CASINO_ROULETTE_00030,"持てるコインの　限界を超えました。<lf>これ以上　持てませんが　続けますか？<yesno_nc><close>"
SYSTXT_CASINO_ROULETTE_00040,"持てるコインの　限界を超えています。<lf>これ以上　持てませんが　続けますか？<yesno_nc><close>"
SYSTXT_CASINO_ROULETTE_00050,"ルーレットを　終了しますか？<yesno 2><close>"
SYSTXT_CASINO_ROULETTE_00060,"ルーレットを終了します。<auto_bw=3000><close>"
SYSTXT_CASINO_ROULETTE_00070,"おめでとうございます！<lf>{Casinocoin}枚のコインが　当たりました。<auto_bw=3000><close>"
SYSTXT_CASINO_ROULETTE_00080,"残念でした！<auto_bw=3000><close>"
SYSTXT_CASINO_ROULETTE_00090,"カジノレイドが　続いています。<auto_bw=3000><close>"
SYSTXT_CASINO_ROULETTE_00100,"ほんとうに　終了してよろしいですか？<yesno_nc><close>"
SYSTXT_CASINO_ROULETTE_00110,"<speed=0>もういちど　ルーレットを遊びますか？<yesno_nc><close>"
SYSTXT_CASINO_ROULETTE_00120,"{Ro_ball}番に　ボールが　とまりました！<auto_bw=3000><close>"
SYSTXT_CASINO_ROULETTE_00130,"<speed=0>ベットしたい場所に<lf><emoji FaceButton_Right>で　チップを　置いてください。<auto_bw=4000><close>"
SYSTXT_CASINO_ROULETTE_00140,"制限時間に　なりました。<lf>ルーレットが　スタートします！"
SYSTXT_CASINO_ROULETTE_00150,"<speed=0>正常にベットできなかった　コインがあります。<lf>ベットできなかったコインは　返却されました。<auto_bw=4000><close>"
SYSTXT_CASINO_ROULETTE_00160,"{Casinocoin}枚のコインを　手に入れました。<auto_bw=3000><close>"
SYSTXT_CASINO_BINGO_00010,"<speed=0>ビンゴを終了しますか？<yesno 2><close>"
SYSTXT_CASINO_BINGO_00020,"ビンゴを終了します。"
SYSTXT_CASINO_BINGO_00030,"<speed=0>もういちど　ビンゴを遊びますか？<yesno_nc><close>"
SYSTXT_CASINO_BINGO_00040,"持てるコインの　限界を超えています。<lf>これ以上　持てませんが　続けますか？<yesno_nc><close>"
SYSTXT_CASINO_BINGO_00050,"コインがありませんので<lf>お買い求めのうえ　またおこしください！"
SYSTXT_CASINO_BINGO_00060,"コインが足りませんので<lf>お買い求めのうえ　またおこしください！"
SYSTXT_CASINO_BINGO_00070,"<speed=0>ハンマーチャンスで　７つのマスが　ひらいた！<lf><color_yellow>{Ex_No}<color_white><auto_bw=2500><close>"
SYSTXT_CASINO_BINGO_00080,"<speed=0>当選番号は <color_yellow>{Bingo_No}<color_white>です！<auto_bw=2500><close>"
SYSTXT_CASINO_BINGO_00090,"<speed=0>リリパットが　あらわれた！<auto_bw=2000><lf>リリパットの　さみだれうち！<auto_bw=1700><close>"
SYSTXT_CASINO_BINGO_00100,"<speed=0>リリパットが　あらわれた！<auto_bw=2000><lf>なんと　リリパットは<lf>レッドアーチャーを　呼び出した！<auto_bw=2000><lf>レッドアーチャーの　さみだれうち！<auto_bw=1700><close>"
SYSTXT_CASINO_BINGO_00110,"<speed=0>キラーマシンが　あらわれた！<auto_bw=2000><lf>キラーマシンの　ビーム攻撃！<auto_bw=1700><close>"
SYSTXT_CASINO_BINGO_00120,"<speed=0>キラーマシンが　あらわれた！<auto_bw=2000><lf>なんと　キラーマシンは<lf>タイプＧを　呼び出した！<auto_bw=2000><lf>タイプＧの　ダブルビーム攻撃！<auto_bw=1700><close>"
SYSTXT_CASINO_BINGO_00130,"<speed=0>ベビーサタンが　あらわれた！<auto_bw=2000><lf>ベビーサタンは　イオナズンをとなえた！<auto_bw=1700><close>"
SYSTXT_CASINO_BINGO_00140,"<speed=0>ベビーサタンが　あらわれた！<auto_bw=2000><lf>なんと　ベビーサタンは<lf>ベビンゴサタンを　呼び出した！<auto_bw=2000><lf>ベビンゴサタンは　イオグランデをとなえた！<auto_bw=1700><close>"
SYSTXT_CASINO_BINGO_00150,"<speed=0>ばくだん岩が　あらわれた！<auto_bw=2000><lf>ばくだん岩は　メガンテをとなえた！<auto_bw=1700><close>"
SYSTXT_CASINO_BINGO_00160,"<speed=0>ばくだん岩が　あらわれた！<auto_bw=2000><lf>なんと　ばくだん岩は<lf>のろいの岩を　呼び出した！<auto_bw=2000><lf>のろいの岩は　メガンテをとなえた！<auto_bw=1700><close>"
SYSTXT_CASINO_BINGO_00170,"<speed=0>しかし　ＭＰが　たりない！<auto_bw=2500><close>"
SYSTXT_CASINO_BINGO_00180,"<speed=0>エクストラオープン！<lf><color_yellow>{Ex_No}<color_white><auto_bw=2500><close>"
SYSTXT_CASINO_BINGO_00190,"<speed=0>ビンゴによって　宝箱のカギが　ひらいた！<auto_bw=2500><close>"
SYSTXT_CASINO_BINGO_00200,"<speed=0>宝箱から<lf>{Casinocoin}枚のコインを　手に入れた！<auto_bw=2500><close>"
SYSTXT_CASINO_BINGO_00210,"<speed=0>{Npc_name}さんが　宝箱をひらいた！<auto_br=2500><lf>なんと　{pc}は<lf>コイン{Casinocoin}枚を　手に入れた！<auto_bw=2500><close>"
SYSTXT_CASINO_BINGO_00220,"<speed=0>すべての抽選が　終了しました。<auto_bw=2500><close>"
SYSTXT_CASINO_BINGO_00230,"<speed=0>{Line_n}本の　ビンゴが完成しました！<auto_br=2500><lf>全部で　{Line_t}本の　ビンゴがそろった！<auto_bw=2500><close>"
SYSTXT_CASINO_BINGO_00240,"<speed=0>マネマネは　モシャスをとなえた！<auto_br=2500><lf>なんと　ボールがひとつ　増えたようだ！<auto_bw=2500><close>"
SYSTXT_CASINO_BINGO_00250,"<speed=0>全部で{Casinocoin}枚の<lf>コインを　手に入れた！<auto_bw=2500><close>"
SYSTXT_CASINO_RAID_00010,"おどるほうせき"
SYSTXT_CASINO_RAID_00020,"ゴールデントーテム"
SYSTXT_CASINO_RAID_00030,"ゴールドマン"
SYSTXT_CASINO_RAID_00040,"ゴールデンスライム"
SYSTXT_CASINO_RAID_00050,"レインボージュエル"
SYSTXT_CASINO_RAID_00060,"レインボートーテム"
SYSTXT_CASINO_RAID_00070,"レインボーゴーレム"
SYSTXT_CASINO_RAID_00080,"レインボースライム"
SYSTXT_CASINO_RAID_00090,"{Monster}が　あらわれた！<auto_bw=3000><close>"
SYSTXT_CASINO_RAID_00100,"カジノレイドを　発生させました。<lf>{Casinocoin}枚の<lf>コインが　当たりました。<auto_bw=3000><close>"
SYSTXT_CASINO_RAID_00110,"{Monster}は　にげだした！<auto_bw=3000><close>"
SYSTXT_CASINO_RAID_00120,"{Monster}を　倒した！<auto_bw=3000><close>"
SYSTXT_CASINO_RAID_00130,"{pc}たちは　{Monster}から<lf>{Casinocoin}枚のコインを手に入れた！<auto_bw=3000><close>"
SYSTXT_CASINO_RAID_00140,"カジノレイドを戦って　全部で<lf>{Casinocoin}枚の<lf>コインを　手に入れた！<auto_bw=3000><close>"
SYSTXT_CASINO_RAID_00150,"<color_yellow>{Monster}は　ダウンした！<lf>ダウン中は　コイン入手量が{Bonus_rate}倍になります！<color_white><auto_bw=4000><close>"
SYSTXT_CASINO_RAID_00160,"<color_yellow>{Monster}は　ダウンから　立ち直った！<lf>体力が　回復した。<color_white><auto_bw=4000><close>"
SYSTXT_CASINO_RAID_00170,"カジノレイドで<lf>{Casinocoin}枚のコインを　かくとく！<lf>（内　ボーナス{Casinocoin_bonus}枚）<auto_bw=3000><close>"
SYSTXT_CASINO_RAID_00180,"まわりのプレイヤーと協力して　時間内に<lf>{Monster}を　倒してください！<auto_br=4000><lf>カジノレイド中は　コインが減りませんので<lf>強気にガンガンせめて　コインをかせぎましょう！<auto_bw=4000><close>"
SYSTXT_CASINO_RAID_00190,"同じコーナーにいる　{Npc_name}さんが<lf>カジノレイドに　突入しました。<br><lf>この　カジノレイドに　参加しますか？<yesno_nc><close>"
SYSTXT_CASINO_RAID_00200,"コイン{Casinocoin}枚　かくとく！<lf>{Monster}に　{Damage}のダメージ！<auto_bw=3000><close>"
SYSTXT_CASINO_RAID_00210,"コイン{Casinocoin}枚　かくとく！<lf>（内 ボーナス{Casinocoin_bo}枚）<lf>{Monster}に　{Damage}のダメージ！<auto_bw=3000><close>"
SYSTXT_CASINO_RAID_00220,"テンションアップこうげき！<auto_br=2500><lf>コイン{Casinocoin}枚　かくとく！<lf>（内 ボーナス{Casinocoin_bo}枚）<lf>{Monster}に　{Damage}のダメージ！<auto_bw=3000><close>"
SYSTXT_CASINO_RAID_00230,"カジノレイドを終了します。<auto_bw=3000><close>"
SYSTXT_CASINO_RAID_00240,"まわりのプレイヤーと協力して　時間内に<lf>{Monster}を　倒してください！<auto_br=4000><lf>カジノレイド中は　コインを使わずに<lf>１カ所だけに　かけることができます！！<auto_bw=4000><close>"
SYSTXT_CASINO_RAID_00250,"同じテーブルにいる　{Npc_name}さんが<lf>カジノレイドに　突入しました。<br><lf>この　カジノレイドに　参加しますか？<yesno_nc><close>"
SYSTXT_CASINO_RAID_00260,"誰も　当たらなかった…。<auto_bw=3500><close>"
SYSTXT_CASINO_RAID_00270,"{pc}の　こうげき！<auto_br=2500><lf>コイン{Casinocoin}枚　かくとく！<lf>{Monster}に　{Damage}のダメージ！<auto_bw=3000><close>"
SYSTXT_CASINO_RAID_00280,"{pc}の　こうげき！<auto_br=2500><lf>{Casinocoin}枚のコインを　かくとく！<lf>（内　ボーナス{Casinocoin_bonus}枚）<lf>{Monster}に　{Damage}のダメージ！<auto_bw=3000><close>"
SYSTXT_CASINO_RAID_00290,"{Npc_name}の　こうげき！<lf>{Monster}に　{Damage}のダメージ！<auto_bw=3000><close>"
SYSTXT_CASINO_RAID_00300,"<speed=0>宝箱から{Monster}が　あらわれた！<auto_br=2500><lf>次のゲームに　参加すると<lf>カジノレイドがはじまります！<auto_bw=2500><close>"
SYSTXT_CASINO_RAID_00310,"<speed=0>特別なハンマーチャンスで<lf>１０このマスが　ひらいた！<auto_br=2500><lf><color_yellow>{Ex_No}<color_white><auto_bw=2500><close>"
SYSTXT_CASINO_RAID_00320,"まわりのプレイヤーと協力して　時間内に<lf>{Monster}を　倒してください！<auto_br=2500><lf>カジノレイド中は　コインを使わずに<lf>ビンゴを遊べますので　楽しみましょう！<auto_bw=2500><close>"
SYSTXT_CASINO_RAID_00330,"{Monster}は　ダウンした！<lf>ダウン中は　コインを獲得できる宝石が<lf>ビンゴ盤に配置されます！<auto_br=3000><close>"
SYSTXT_CASINO_RAID_00340,"<speed=0>カジノレイドを　発生させましたので<lf>{Casinocoin}枚の<lf>コインが　当たりました。<auto_bw=2500><close>"
LINE_CASINONPC_ORG_M01,"頼む"
LINE_CASINONPC_ORG_M02,"またな"
LINE_CASINONPC_ORG_M03,"ふむ"
LINE_CASINONPC_ORG_M04,"ふうむ！"
LINE_CASINONPC_ORG_M05,"おおう！"
LINE_CASINONPC_ORG_M06,"むう……"
LINE_CASINONPC_ORG_M07,"うんうん！"
LINE_CASINONPC_ORG_M08,"いくか"
LINE_CASINONPC_ORG_M09,"はっ！"
LINE_CASINONPC_ORG_M10,"ほぉうっ！"
LINE_CASINONPC_ORG_M11,"はぁああっ！"
LINE_CASINONPC_ORG_M12,"いい戦いだった"
LINE_CASINONPC_ORG_M13,"無念！"
LINE_CASINONPC_ORG_F01,"よろしく"
LINE_CASINONPC_ORG_F02,"失礼"
LINE_CASINONPC_ORG_F03,"ふっ"
LINE_CASINONPC_ORG_F04,"ふふっ"
LINE_CASINONPC_ORG_F05,"きゃっ！"
LINE_CASINONPC_ORG_F06,"あ……"
LINE_CASINONPC_ORG_F07,"やっほーっ！"
LINE_CASINONPC_ORG_F08,"楽勝"
LINE_CASINONPC_ORG_F09,"やっ！"
LINE_CASINONPC_ORG_F10,"はぁっ！"
LINE_CASINONPC_ORG_F11,"やぁあああっ！"
LINE_CASINONPC_ORG_F12,"楽しかったわ"
LINE_CASINONPC_ORG_F13,"もう少しだったわね"
LINE_CASINONPC_ELF_M01,"やります！"
LINE_CASINONPC_ELF_M02,"それでは！"
LINE_CASINONPC_ELF_M03,"よしっ！"
LINE_CASINONPC_ELF_M04,"のってきました！"
LINE_CASINONPC_ELF_M05,"いけちゃいます？！"
LINE_CASINONPC_ELF_M06,"あ～"
LINE_CASINONPC_ELF_M07,"え？　え？　え？<lf>ええぇえええ！"
LINE_CASINONPC_ELF_M08,"やりましょう！"
LINE_CASINONPC_ELF_M09,"たぁっ！"
LINE_CASINONPC_ELF_M10,"とぉっ！"
LINE_CASINONPC_ELF_M11,"ここだ～っ！"
LINE_CASINONPC_ELF_M12,"やりましたね！"
LINE_CASINONPC_ELF_M13,"ざんねん……"
LINE_CASINONPC_ELF_F01,"よろしくなの"
LINE_CASINONPC_ELF_F02,"楽しかったの！"
LINE_CASINONPC_ELF_F03,"ふにゅ？！"
LINE_CASINONPC_ELF_F04,"おっけー！"
LINE_CASINONPC_ELF_F05,"やりましたのっ！"
LINE_CASINONPC_ELF_F06,"え～なの……"
LINE_CASINONPC_ELF_F07,"…………なの？<lf>なの？"
LINE_CASINONPC_ELF_F08,"ぶちのめすのー"
LINE_CASINONPC_ELF_F09,"えいっ！"
LINE_CASINONPC_ELF_F10,"えい！　えい！"
LINE_CASINONPC_ELF_F11,"ぽかぽかぽかっ！<lf>もひとつ　ぽかっ！"
LINE_CASINONPC_ELF_F12,"勝ったの～！"
LINE_CASINONPC_ELF_F13,"あ～あなの……"
LINE_CASINONPC_WED_M01,"ふん<lf>相手になるかな？"
LINE_CASINONPC_WED_M02,"喰い足りねぇが……"
LINE_CASINONPC_WED_M03,"当然だな"
LINE_CASINONPC_WED_M04,"どうだ？"
LINE_CASINONPC_WED_M05,"こうでなきゃな！"
LINE_CASINONPC_WED_M06,"……おもしろく<lf>なってきたじゃねぇか"
LINE_CASINONPC_WED_M07,"これだよ！　これ！"
LINE_CASINONPC_WED_M08,"こいやぁ！"
LINE_CASINONPC_WED_M09,"はぁっ！"
LINE_CASINONPC_WED_M10,"せやぁあ！"
LINE_CASINONPC_WED_M11,"イキやがれ！"
LINE_CASINONPC_WED_M12,"こんなもんだな"
LINE_CASINONPC_WED_M13,"……がぁっ！"
LINE_CASINONPC_WED_F01,"お手柔らかに　ね？"
LINE_CASINONPC_WED_F02,"飽きてきちゃった"
LINE_CASINONPC_WED_F03,"こんなものね"
LINE_CASINONPC_WED_F04,"これは　どぉ？"
LINE_CASINONPC_WED_F05,"うふふ<lf>こうなるわよね"
LINE_CASINONPC_WED_F06,"……偶には　ね"
LINE_CASINONPC_WED_F07,"うふ<lf>うふふふふふふ……"
LINE_CASINONPC_WED_F08,"おいでなさいな"
LINE_CASINONPC_WED_F09,"……うふ"
LINE_CASINONPC_WED_F10,"こ　こ"
LINE_CASINONPC_WED_F11,"さよなら"
LINE_CASINONPC_WED_F12,"うふふ"
LINE_CASINONPC_WED_F13,"……ふぅ"
LINE_CASINONPC_DWF_M01,"いくでぇ！"
LINE_CASINONPC_DWF_M02,"うーん<lf>帰るかの"
LINE_CASINONPC_DWF_M03,"おう！　おう！"
LINE_CASINONPC_DWF_M04,"おう！　おう！<lf>いけるでないの！"
LINE_CASINONPC_DWF_M05,"がっははははは！<lf>ついとるの！　の！"
LINE_CASINONPC_DWF_M06,"しょぼーん"
LINE_CASINONPC_DWF_M07,"がぁああああ！<lf>最高だの！"
LINE_CASINONPC_DWF_M08,"ふんっ！"
LINE_CASINONPC_DWF_M09,"ぐぉわ！"
LINE_CASINONPC_DWF_M10,"がっ！　がっ！　が！"
LINE_CASINONPC_DWF_M11,"どっせーい！"
LINE_CASINONPC_DWF_M12,"いい汗かいたの！"
