Key,SourceString
SYSTEXT_GetItemText_Comp_AQ_002_4_14,"{Deadmons_Target}は\nニブルヘイムのカギを　落としていった。\n<auto_br=5000>\n{pc}は\nニブルヘイムのカギ (Key Item) を\n手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_AQ_004_1_10,"<%sEV_QUE_NAME0>は\n紙の束を　落としていった。\n<auto_br=5000>\n{pc}は\n古い村人名簿 (Key Item) を　手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_AQ_004_4_30,"<%sEV_QUE_NAME0>は\nカギの束を　落としていった。\n<auto_br=5000>\n{pc}は\n神官のカギ束 (Key Item) を　手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_AQ_005_2_10,"<%sEV_QUE_NAME0>は\nネコマンマの実を　落としていった。\n<auto_br=5000>\n{pc}は\nネコマンマの実 (Key Item) を　手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_AQ_006_1_10,"<%sEV_QUE_NAME0>は\nナゴミオイルを　落としていった。\n<auto_br=5000>\n{pc}は\nナゴミオイル (Key Item) を　手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_AQ_007_2_10,"<%sEV_QUE_NAME0>は\nネバネバエキスを　落としていった。\n<auto_br=5000>\n{pc}は\nネバネバエキス (Key Item) を　取り返した！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_AQ_007_3_10,"<%sEV_QUE_NAME0>は\n黄金の女神像を　落としていった。\n<auto_br=5000>\n{pc}は\n黄金の女神像 (Key Item) を　取り返した！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_AQ_007_4_11,"<%sEV_QUE_NAME0>を　{SucceedNum_Now}匹　たおした！\nこれで　<%nEV_QUE_T_NUM0>匹　たおしおわった！\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_AQ_007_5_11,"<%sEV_QUE_NAME0>は\nプク印のぬり薬を　落としていった。\n<auto_br=5000>\n{pc}は\nプク印のぬり薬 (Key Item) を　取り返した！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_AQ_008_2_10,"<%sEV_QUE_NAME0>は\nプクプクピーチを　落としていった。\nプクプクピーチを　<%nEV_QUE_T_NUM0>個　集めおわった！\n<auto_br=5000>\n{pc}は\nプクプクピーチの山 (Key Item) を\n手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_AQ_008_3_10,"<%sEV_QUE_NAME0>は\n神秘の水を　落としていった。\n<auto_br=5000>\n{pc}は\n神秘の水 (Key Item) を　手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_AQ_009_3_10_1,"<%sEV_QUE_NAME0>は\nププレポの水を　落としていった。\n<auto_br=5000>\n{pc}は\nププレポの水 (Key Item) を　手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_AQ_009_3_10_2,"<%sEV_QUE_NAME0>は\n星天の粉を　落としていった。\n<auto_br=5000>\n{pc}は\n星天の粉 (Key Item) を　手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_AQ_011_3_10,"<%sEV_QUE_NAME0>は\n鎮魂のロウソクを　落としていった。\n<auto_br=5000>\n{pc}は\n鎮魂のロウソク (Key Item) を　手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_AQ_012_1_20,"<%sEV_QUE_NAME0>は\n地竜のツノを　落としていった。\n<auto_br=5000>\n{pc}は\n地竜のツノ (Key Item) を　手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_AQ_014_3_10_1,"<%sEV_QUE_NAME0>は\n魔導の歯車を　落としていった。\n<auto_br=5000>\n{pc}は\n魔導の歯車 (Key Item) を　手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_AQ_014_3_10_2,"<%sEV_QUE_NAME0>は\n古代の戦刃を　落としていった。\n<auto_br=5000>\n{pc}は\n古代の戦刃 (Key Item) を　手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_AQ_015_1_10,"<%sEV_QUE_NAME0>は\nイレイザ草を　落としていった。\n<auto_br=5000>\n{pc}は\nイレイザ草 (Key Item) を　手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_AQ_015_2_10,"<%sEV_QUE_NAME0>は\n聖木の枝を　落としていった。\n<auto_br=5000>\n{pc}は\n聖木の枝 (Key Item) を　手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_AQ_016_2_10,"<%sEV_QUE_NAME0>dropped the\nFlaming Habanero\n<br>\n{pc} recieved the\nFlaming Habanero (Key Item)<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_AQ_017_2_30,"<%sEV_QUE_NAME0>は\nセリクのかばんを　落としていった。\n<auto_br=5000>\n{pc}は\nセリクのかばん (Key Item) を手に入れた！\n偽りのセレドの町の　セリクの所に届けよう。<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_AQ_018_1_10,"<%sEV_QUE_NAME0>は\nサリュウコツを　落としていった！\n<auto_br=5000>\n{pc}は\nサリュウコツ (Key Item) を\n手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_AQ_018_3_10,"<%sEV_QUE_NAME0>は\n具象の霊灰を　落としていった！\n具象の霊灰を　<%nEV_QUE_T_NUM0>個　集めおわった！\n<auto_br=5000>\n{pc}は\n具象の霊灰 (Key Item) を\n手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_AQ_019_3_10,"<%sEV_QUE_NAME0>は\n黒曜のひとみを　落としていった。\n<auto_br=5000>\n{pc}は\n黒曜のひとみ (Key Item) を　手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_FQ_008_1_10,"<%sEV_QUE_NAME0>は\n風音のユリを　落としていった。\n<auto_br=5000>\n{pc}は\n風音のユリ (Key Item) を　手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_FQ_009_1_10,"<%sEV_QUE_NAME0>は\nマドハン泥を　落としていった。\n<auto_br=5000>\n{pc}は\nマドハン泥 (Key Item) を　手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_FQ_010_1_10,"<%sEV_QUE_NAME0>は\n幸せのはねを　落としていった。\n<auto_br=5000>\n{pc}は\n幸せのはね (Key Item) を　手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_FQ_013_1_10,"<%sEV_QUE_NAME0>は\nゆうわくエキスを　落としていった。\n<auto_br=5000>\n{pc}は\nゆうわくエキス (Key Item) を　手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_FQ_014_1_10,"<%sEV_QUE_NAME0>は\nタコツキ貝を　落としていった。\n<auto_br=5000>\n{pc}は\nタコツキ貝 (Key Item) を　手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_FQ_016_1_10,"<%sEV_QUE_NAME0>は\nじごくのネギボーズを　落としていった。\n<auto_br=5000>\n{pc}は\nじごくのネギボーズ (Key Item) を\n手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_FQ_019_1_10,"<%sEV_QUE_NAME0>は\nポムポムオイルを　落としていった。\n<auto_br=5000>\n{pc}は\nポムポムオイル (Key Item) を　手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_FQ_020_1_10,"<%sEV_QUE_NAME0>は\nさわやかソーダを　落としていった。\n<auto_br=5000>\n{pc}は\nさわやかソーダ (Key Item) を\n手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_FQ_021_1_10,"<%sEV_QUE_NAME0>は\nシオンの花を　落としていった。\n<auto_br=5000>\n{pc}は\nシオンの花 (Key Item) を　手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_FQ_022_1_10,"<%sEV_QUE_NAME0>は\n黄昏の果実を　落としていった。\n<auto_br=5000>\n{pc}は\n黄昏の果実 (Key Item) を　手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_FQ_037_1_40,"<%sEV_QUE_NAME0>を　{SucceedNum_Now}匹　たおした！\nこれで　<%nEV_QUE_T_NUM0>匹　たおしおわった！\n<auto_br=5000>\n<pipipi_mid>「よ……よしっ！　これで　修行は終わりです！\n　宣誓の滝に　戻りましょう！！\n<bw><close>"
SYSTEXT_GetItemText_Comp_FQ_100_1_10,"<%sEV_QUE_NAME0>は\n無限の磁力石を　落としていった。\n<auto_br=5000>\n{pc}は\n無限の磁力石 (Key Item) を\n手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_FQ_101_1_10,"<%sEV_QUE_NAME0>は\nデニーの帽子を　落としていった。\n<auto_br=5000>\nなんと　デニーの帽子には\n鳥のヒナが　くるまっていた！\n<auto_br=5000>\n{pc}は\nヒナ入り帽子 (Key Item) を\n手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_FQ_104_1_10,"<%sEV_QUE_NAME0>は　まりょくの練魂を\n落としていった！\nまりょくの練魂を　<%nEV_QUE_T_NUM0>個　集めおわった！\n<auto_br=5000>\n{pc}は\nまりょくの練魂 (Key Item) を\n手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_FQ_105_1_10,"<%sEV_QUE_NAME0>は\nやわらかねんどを　落としていった。\nやわらかねんどを　<%nEV_QUE_T_NUM0>個　集めおわった！\n<auto_br=5000>\n{pc}は\nやわらかねんど (Key Item) を\n手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_FQ_106_1_10,"<%sEV_QUE_NAME0>は\nトモガラの苗を　落としていった。\n<auto_br=5000>\n{pc}は\nトモガラの苗 (Key Item) を　手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_FQ_107_1_30,"<%sEV_QUE_NAME0>は\n招きの霊笛を　落としていった。\n<auto_br=5000>\n{pc}は\n招きの霊笛 (Key Item) を　手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_FQ_111_1_30,"<%sEV_QUE_NAME0>は　ヒャクマガリの根を\n落としていった！\nヒャクマガリの根を　<%nEV_QUE_T_NUM0>本　集めおわった！\n<auto_br=5000>\n{pc}は\nヒャクマガリの根 (Key Item) を\n手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_JQ_002_2_10_1,"<%sEV_QUE_NAME0>は\nかがり火の石を　落としていった。\n<auto_br=5000>\n{pc}は\nかがり火の石 (Key Item) を　手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_JQ_002_2_10_2,"<%sEV_QUE_NAME0>は\nかがり火の石を　落としていった。\n<auto_br=5000>\n{pc}は\nかがり火の石 (Key Item) を　手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_JQ_003_1_10,"<%sEV_QUE_NAME0>に\nイオを使って　とどめをさした！\n<auto_br=5000>\n<%sEV_QUE_NAME0>は\n魔導の石を　落としていった。\n<auto_br=5000>\n{pc}は\n魔導の石 (Key Item) を　手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_JQ_003_2_10,"メイジダスターに　{SucceedNum_Now}ＭＰ　ためた！\n合計<%nEV_QUE_T_NUM0>ＭＰ　ためおわった！\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_JQ_003_4_13,"<%sEV_QUE_NAME0>に\nヒャドを使って　とどめをさした！\n<auto_br=5000>\n<%sEV_QUE_NAME0>は\nトラマナ石を　落としていった。\n<auto_br=5000>\n{pc}は\nトラマナ石 (Key Item) を　手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_JQ_004_1_20,"<%sEV_QUE_NAME0>を　{SucceedNum_Now}匹　たおした！\nこれで　<%nEV_QUE_T_NUM0>匹　たおしおわった！\n<auto_br=5000>\n『超天遊戯－壱の書－』が　光り始めた！\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_JQ_004_2_20,"<%sEV_QUE_NAME0>を　{SucceedNum_Now}匹\nテンションを上げて　とどめをさした！\nこれで　<%nEV_QUE_T_NUM0>匹　たおしおわった！\n<auto_br=5000>\n『超天遊戯－弐の書－』が　光り始めた！\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_JQ_004_3_20," <%sEV_QUE_NAME0>を\n素手で　{SucceedNum_Now}匹　たおした！\nこれで　<%nEV_QUE_T_NUM0>匹　たおしおわった！\n<auto_br=5000>\n『超天遊戯－参の書－』が　光り始めた！\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_JQ_004_4_10,"<%sEV_QUE_NAME0>に\n会心のいちげきで　とどめをさした！\n<auto_br=5000>\n<%sEV_QUE_NAME0>は\n魔獣の右角を　落としていった。\n<auto_br=5000>\n{pc}は\n魔獣の右角 (Key Item) を　手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_JQ_005_2_20,"{pc}は\n形見のオルゴール (Key Item) を\n手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_JQ_005_3_30,"{pc}は\n黄金ホタテ (Key Item) を　手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_JQ_005_4_15_1,"{pc}は\n大事なワッペン (Key Item) を　手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_JQ_005_4_15_2,"{pc}は\n思い出のツボ (Key Item) を　手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_JQ_006_1_10,"<%sEV_QUE_NAME0>を　{SucceedNum_Now}匹\nボケを成功させて　たおした！\nこれで　<%nEV_QUE_T_NUM0>匹　たおしおわった！\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_JQ_006_3_10,"<%sEV_QUE_NAME0>を　{SucceedNum_Now}匹　たおした！\nこれで　<%nEV_QUE_T_NUM0>匹　たおしおわった！\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_JQ_007_2_10_1,"<%sEV_QUE_NAME0>に\nとうこん討ちを使って　とどめをさした！\n<auto_br=5000>\n<%sEV_QUE_NAME0>は\n赤い月光の花を　落としていった。\n<auto_br=5000>\n{pc}は\n赤い月光の花 (Key Item) を　手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_JQ_007_2_10_2,"<%sEV_QUE_NAME0>に\nとうこん討ちを使って　とどめをさした！\n<auto_br=5000>\n<%sEV_QUE_NAME0>は\n白い月光の花を　落としていった。\n<auto_br=5000>\n{pc}は\n白い月光の花 (Key Item) を　手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_JQ_007_2_10_3,"<%sEV_QUE_NAME0>に\nとうこん討ちを使って　とどめをさした！\n<auto_br=5000>\n<%sEV_QUE_NAME0>は\n青い月光の花を　落としていった。\n<auto_br=5000>\n{pc}は\n青い月光の花 (Key Item) を　手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_JQ_008_4_10,"<%sEV_QUE_NAME0>に　やいばのぼうぎょを\n使った後　勝利した！\nこれで　<%nEV_QUE_T_NUM0>回　達成した！\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_JQ_010_1_20,"<%sEV_QUE_NAME0>を　{SucceedNum_Now}匹　みのがした！\nこれで　<%nEV_QUE_T_NUM0>匹　みのがすのを　達成した！\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_JQ_010_4_10,"<%sEV_QUE_NAME0>を　{SucceedNum_Now}匹　たおした！\nこれで　<%nEV_QUE_T_NUM0>匹　たおしおわった！\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_JQ_011_1_10,"<%sEV_QUE_NAME0>を　{SucceedNum_Now}匹\nドルマを使って　とどめをさした！\nこれで　<%nEV_QUE_T_NUM0>匹　たおしおわった！\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_JQ_011_4_10_1,"<%sEV_QUE_NAME0>に\nイオラを使って　とどめをさした！\n<auto_br=5000>\n<%sEV_QUE_NAME0>は\n光の粉を　落としていった。\n<auto_br=5000>\n{pc}は\n光の粉 (Key Item) を　手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_JQ_011_4_10_2,"<%sEV_QUE_NAME0>に\nイオラを使って　とどめをさした！\n<auto_br=5000>\n<%sEV_QUE_NAME0>は\n月の砂を　落としていった。\n<auto_br=5000>\n{pc}は\n月の砂 (Key Item) を　手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_JQ_012_1_10,"<%sEV_QUE_NAME0>を　{SucceedNum_Now}匹　たおした！\nこれで　<%nEV_QUE_T_NUM0>匹　たおしおわった！\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_JQ_012_4_15,"<%sEV_QUE_NAME0>を　{SucceedNum_Now}匹　たおした！\nこれで　<%nEV_QUE_T_NUM0>匹　たおしおわった！\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_JQ_013_2_10,"{monster_nakama}が　なにやら　ソワソワしている！\nどうやら　ビッグミートが近くにあるようだ！\n<auto_br=5000>\n{monster_nakama}は　<%sEV_QUE_NAME0>が\n落としていった　ビッグミートを見つけた！\n<auto_br=5000>\n{pc}は\nビッグミート (Key Item) を　手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_JQ_014_1_11,"従えている　仲間モンスターが\n<%sEV_QUE_NAME0>を　{SucceedNum_Now}匹　たおした！\nこれで　<%nEV_QUE_T_NUM0>匹　たおすことに成功した！\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_JQ_014_4_10,"<%sEV_QUE_NAME0>を　{SucceedNum_Now}匹　たおした！\nこれで　<%nEV_QUE_T_NUM0>匹　たおしおわった！\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_JQ_015_1_10,"<%sEV_QUE_NAME0>を　{SucceedNum_Now}匹　たおした！\nこれで　<%nEV_QUE_T_NUM0>匹　たおしおわった！\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_JQ_015_4_10,"ふういんのダンスを使った状態で\n<%sEV_QUE_NAME0>を　{SucceedNum_Now}匹倒した！\nこれで　<%nEV_QUE_T_NUM0>匹　倒すことに成功した！\n<auto_br=5000>\n頭の中に　見たこともない踊りのイメージが\nとめどなく　あふれてくる……。\n<auto_br=5000>\nなんと！　{pc}は\nしぐさ『ラブリィダンス』を　覚えた！<me 71>\n<auto_br=5000>\nウェナ諸島　ラーディス王島の北部に点在する\n９つの小舞台のうち　もっとも知恵から遠い舞台で\n<emoji RightTrigger>を押して　このしぐさを　使ってみよう！\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_JQ_016_1_10,"<%sEV_QUE_NAME0>を　{SucceedNum_Now}匹　たおした！\nこれで　<%nEV_QUE_T_NUM0>匹　たおしおわった！\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_JQ_016_2_10,"<%sEV_QUE_NAME0>を　{SucceedNum_Now}匹　たおした！\nこれで　<%nEV_QUE_T_NUM0>匹　たおしおわった！\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_JQ_016_3_20,"<%sEV_QUE_NAME0>を　{SucceedNum_Now}匹　たおした！\nこれで　<%nEV_QUE_T_NUM0>匹　たおしおわった！\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_JQ_016_4_10,"<%sEV_QUE_NAME0>を　{SucceedNum_Now}匹　たおした！\nこれで　<%nEV_QUE_T_NUM0>匹　たおしおわった！\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_JQ_017_2_20,"<%sEV_QUE_NAME0>に\nひばしらを使って　とどめをさした！\n<auto_br=5000>\n<%sEV_QUE_NAME0>は\n火除けの札を　落としていった。\n<auto_br=5000>\n{pc}は\n火除けの札 (Key Item) を　手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_JQ_018_1_10,"<%sEV_QUE_NAME0>に　あそぶをキメてから　倒した！\n<auto_br=5000>\nこの近くの　集合場所\nグレン城が見える　ガケ沿いの立て札を探そう！\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_JQ_018_2_30,"<%sEV_QUE_NAME0>は\nエナジーパウダーを　落としていった。\n<auto_br=5000>\n{pc}は\nエナジーパウダー (Key Item) を\n手に入れた！\n<auto_br=5000>\nツスクルの村の　ミヤビに渡そう。<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_KQ_001_1_10_2,"<%sEV_QUE_NAME0>は\nきらめきインクを　落としていった。\n<auto_br=5000>\n{pc}は\nきらめきインク (Key Item) を\n手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_KQ_002_1_10_1,"<%sEV_QUE_NAME0>は\n大トカゲの皮を　落としていった。\n<auto_br=5000>\n{pc}は\n大トカゲの皮 (Key Item) を　手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_KQ_002_1_10_2,"<%sEV_QUE_NAME0>は\nなめしエキスを　落としていった。\n<auto_br=5000>\n{pc}は\nなめしエキス (Key Item) を　手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_KQ_002_2_10,"<%sEV_QUE_NAME0>は\nマッドレザーを　落としていった。\n<auto_br=5000>\n{pc}は\nマッドレザー (Key Item) を　手に入れた！\n現在　ひとつ　持っている。<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_KQ_002_2_15,"<%sEV_QUE_NAME0>は\nマッドレザーを　落としていった。\n<auto_br=5000>\n{pc}は\nマッドレザー (Key Item) を　手に入れた！\nこれで　ふたつ　集め終わった！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_KQ_002_3_30,"<%sEV_QUE_NAME0>は\n古代獣の皮を　落としていった。\n<auto_br=5000>\n{pc}は\n古代獣の皮 (Key Item) を　手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_KQ_002_4_30,"<%sEV_QUE_NAME0>は\nアダマスレザーを　落としていった。\n<auto_br=5000>\n{pc}は\nアダマスレザー (Key Item) を　手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_KQ_002_4_80,"<%sEV_QUE_NAME0>は\nれんごくの羽毛を　落としていった。\n<auto_br=5000>\n{pc}は\nれんごくの羽毛 (Key Item) を　手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_KQ_002_5_20,"<%sEV_QUE_NAME0>は\nスプリングレザーを　落としていった。\n<auto_br=5000>\n{pc}は\nスプリングレザー (Key Item) を\n手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_KQ_005_1_10,"<%sEV_QUE_NAME0>は\nアストルニウムを　落としていった。\n<auto_br=5000>\n{pc}は\nアストルニウム (Key Item) を　手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_KQ_008_1_30,"<%sEV_QUE_NAME0>は\n特別金庫のカギを　落としていった。\n<auto_br=5000>\n{pc}は\n特別金庫のカギ (Key Item) を　手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_KQ_008_2_10,"<%sEV_QUE_NAME0>は\n虹色羽の仕切りを　落としていった。\n<auto_br=5000>\n{pc}は\n虹色羽の仕切り (Key Item) を\n手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_KQ_008_4_50,"<%sEV_QUE_NAME0>は\n防サビプレートを　落としていった。\n<auto_br=5000>\n{pc}は\n防サビプレート (Key Item) を\n手に入れた！<se_nots System Item>\n<auto_bw=5000><close>"
SYSTEXT_GetItemText_Comp_KQ_020_1_10,"<%sEV_QUE_NAME0>を　たおした！\nなぞの小箱に　かかっている術が　かき消された！\n<auto_bw=5000><close>"
